memoir,0.023327638323038507
narciso,0.01642791431199895
rodriguez,0.010222856391866774
person3s,9.387379606856542e-06
life,0.011499540018399264
mood,0.03516512400728461
containing,9.387379606856542e-06
greatful,0.002581529391885549
showed,0.0012954583857462028
parents,0.03083754200852374
gave,0.0017178904680547472
love,0.01509490640782532
whole,0.0012391341081050636
born,0.0008730263034376584
raised,0.00031917090663312244
cuba,0.003323132380827216
1956,0.0002440718697782701
moved,0.0010232243771473631
united,0.001577079773951899
states,0.0034357809361094944
starting,0.0001314233144959916
lives,0.003792501361170043
taking,0.0002440718697782701
job,0.000450594221129114
could,0.0033700692788614984
find,0.0006101796744456753
1961,0.00031917090663312244
person2,0.00047875635994968366
caps1,0.012532151775153483
care,0.0010326117567542195
introducing,1.8774759213713084e-05
cuban,0.006852787113005276
background,0.0002910087678125528
telling,0.0004975311191633968
story,0.004890824775172258
readers,0.0004036573230948313
tell,0.0007603777481553799
family,0.02635976193605317
like,0.004590428627752849
also,0.009518802921352534
shared,0.0009762874791130804
non,6.57116572479958e-05
blood,0.0026096915307061187
related,0.0007509903685485234
remembrence,9.387379606856542e-06
changed,0.00027223400859883974
moving,0.0005726301560182491
location2,0.0003754951842742617
respect,0.0003379456658468355
towards,0.0009669000995062238
throughout,0.001802376884516456
excerpt,0.0010232243771473631
home,0.016146292923793253
blueprints,0.0018962506805850214
author,0.022257477047856862
manages,1.8774759213713084e-05
maintain,9.387379606856542e-06
single,4.693689803428271e-05
overall,0.0009762874791130804
many,0.005970373429960761
parts,0.00030039614741940934
tells,0.001558305014738186
much,0.0038300508795974693
loved,0.0029945740945872368
childhood,0.0027411148452021103
lead,0.0001783602125302743
think,0.003914537296059178
nostalgia,3.754951842742617e-05
nowhere,3.754951842742617e-05
emphasize,4.693689803428271e-05
yearns,9.387379606856542e-06
return,5.632427764113925e-05
past,0.00038488256388111825
times,0.001886863300978165
always,0.008720875654769727
declared,9.387379606856542e-06
loving,0.004590428627752849
selfless,0.0005632427764113926
aided,9.387379606856542e-06
others,0.0007416029889416668
became,0.00031917090663312244
neighbors,0.0008260894054033757
due,0.00012203593488913505
found,0.0002628466289919832
tone,0.0009762874791130804
admiring,4.693689803428271e-05
fact,0.0004036573230948313
brave,0.0002910087678125528
leave,0.0007416029889416668
behind,0.001661566190413608
better,0.005106734506129959
remarks,9.387379606856542e-06
numerous,5.632427764113925e-05
helped,0.0007322156093348103
need,0.001210971969284494
rodriguezs,0.000779152507369093
position,9.387379606856542e-06
would,0.004693689803428271
admire,6.57116572479958e-05
deeds,1.8774759213713084e-05
upbringing,4.693689803428271e-05
son,0.00041304470270168785
created,0.012006458517169517
finds,2.8162138820569625e-05
doesnt,0.0005820175356251056
authors,0.001971349717439874
neighborhood,0.0035202673525712032
despite,0.0007885398869759495
customs,0.000657116572479958
elsewhere,0.0005632427764113926
cultures,0.0016240166719861818
came,0.004684302423821414
together,0.003050898372228376
solidarity,0.0012015845896776373
friendship,0.0018399264029438822
num1,0.005116121885736815
loves,0.001539530255524473
thier,0.0004975311191633968
immagrants,0.00019713497174398737
give,0.0034170061768957812
children,0.0027598896044158236
num2,0.0026096915307061187
mother,0.001088936034395359
father,0.0009669000995062238
come,0.0019431875786193042
country,0.002806826502450106
courage,0.001351782663387342
without,0.0008730263034376584
knowledge,0.0006383418132662449
language,0.0009105758218650846
culture,0.002703565326774684
num3,0.001436269079849051
great,0.00477817621988998
location1,0.0032386459643655072
turned,0.0029007002985186716
simple,0.003848825638811182
house,0.009950622383267934
num4,0.0004036573230948313
showing,0.0007416029889416668
cubans,2.8162138820569625e-05
lived,0.0016052419127724686
cultra,3.754951842742617e-05
people,0.007143795880817829
cultras,1.8774759213713084e-05
diffrent,9.387379606856542e-05
dont,0.0005820175356251056
cared,0.0006195670540525318
trying,0.0005726301560182491
say,0.0009105758218650846
caps2,0.0036423032874603385
different,0.0015676923943450426
happiness,0.003604753769032912
gratitude,0.0019807370970467302
grateful,0.011968908998742091
still,0.0022905206240729963
warm,0.0036986275651014777
happy,0.012250530386947787
feeling,0.0022529711056455703
passed,0.001210971969284494
glad,0.00012203593488913505
opertunities,3.754951842742617e-05
child,0.0009575127198993673
got,0.0010701612751816457
feast,0.0005914049152319622
music,0.003923924675666035
activities,1.8774759213713084e-05
food,0.0009575127198993673
jobs,0.0010419991363610761
start,0.0007697651277622365
entirely,0.00020652235135084393
learned,0.0026003041510992623
real,0.0014268817002421944
definition,0.0013423952837804856
sacrifice,0.004205546063871731
definitely,6.57116572479958e-05
helps,0.00018774759213713085
feel,0.0025721420122786927
comprehend,9.387379606856542e-06
mixture,6.57116572479958e-05
sad,0.0014925933574901902
way,0.0031823216867243676
ideas,3.754951842742617e-05
example,0.0033325197604340724
sentence,0.0009387379606856542
never,0.004402681035615718
forget,0.0036235285282466253
makes,0.001802376884516456
grew,0.0010138369975405065
everything,0.002318682762893566
memories,0.0015864671535587556
keeps,0.00015958545331656122
carry,9.387379606856542e-06
reasons,0.0003097835270262659
however,0.000225297110564557
statements,3.754951842742617e-05
determind,9.387379606856542e-06
main,0.0004881437395565402
idea,0.0001314233144959916
remembering,0.0001783602125302743
good,0.0036798528058877645
bad,0.0003097835270262659
happysad,9.387379606856542e-06
heshe,0.00014081069410284814
incorporated,2.8162138820569625e-05
passion,0.00025345924938512663
fondly,8.448641646170887e-05
strongly,0.00012203593488913505
talks,0.0037643392223494733
things,0.0028349886412706755
innocence,0.0010419991363610761
congregation,0.0011828098304639244
friends,0.006571165724799579
